,click_0.50,click_0.51,click_0.52,click_0.53,click_0.54,click_0.55,click_0.56,click_0.57,click_0.58,click_0.59,click_0.5,click_0.60,click_0.61,click_0.62,click_0.63,click_0.64,click_0.65,click_0.66,click_0.67,click_0.68,click_0.69,click_0.70,click_0.71,click_0.72,click_0.73,click_0.74,click_0.75,click_0.76,click_0.77,click_0.78,click_0.79,click_0.80,click_0.81,click_0.82,click_0.83,click_0.84,click_0.85,click_0.86,click_0.87,click_0.88,click_0.89,click_0.90,click_0.91,click_0.92,click_0.93,click_0.94,click_0.95,click_0.96,click_0.97,click_0.98,click_0.99,click_1.00,click_1.0
YFL045C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YFL051C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,5,5,9,11,5,9,5,5,4,4,3,4,4,4,8,6,4,4,5,1,1,4,1,1
YFL052W,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,11,8,11,4,6,6,6,7,7,9,6,8,4,4,3,2,4,3,3
YFL053W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,18,2,2,2,2,2,2,2,2,2,3,3,1,1,4,1,1
YFL056C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,9,8,8,7,9,6,5,7,6,4,10,4,4
YFL057C,1,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,9,6,5,7,6,4,2,1,1
YFL058W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,6,6,6,6,9,10,9,9,9,8,8,7,9,6,5,7,6,4,5,4,4
YFL059W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,14,13,14,12,11,5,7,6,4,5,4,4
YFL060C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,6,7,7,7,12,12,8,15,7,12,6,5,7,6,4,5,4,4
YFL065C,1,5,3,3,3,5,3,4,1,1,1,1,1,10,9,9,8,9,8,8,10,10,9,9,11,13,13,12,11,0,13,14,10,13,0,0,15,9,0,0,0,15,12,12,0,0,0,0,0,0,8,5,5
YFR001W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,8,5,1,2,2
YFR003C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,1,2,1,1
YFR010W,2,2,2,2,2,2,2,2,9,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
YFR011C,2,3,1,2,2,2,2,2,2,6,2,2,8,11,11,11,2,0,0,10,9,8,10,12,10,12,0,0,12,0,15,16,13,16,18,14,17,0,0,7,0,6,6,6,8,0,11,12,11,7,0,7,7
YFR014C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,4,4,4,3,4,4,4,1,1,4,1,1
YFR015C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,4,5,5,5,4,5,5,7,6,6,6,6,6,12,16,11,7,9,1,4,2,2,3,3,3
YFR019W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,12,17,7,6,6,6,6,15,12,16,11,7,9,1,1,2,2,3,3,3
YFR021W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,10,9,9,4,15,13,4,5,4,4,15,5,13,4,10,15,5,12,11,11,15,14,12,11,12,10,6,5,0,8,4,4
YFR024C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,6,10,7,1,2,1,1
YFR024C-A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,6,10,7,1,2,1,1
YFR027W,1,1,1,1,1,1,1,3,5,1,1,1,5,6,1,12,10,13,9,1,13,1,11,10,13,1,12,12,1,8,7,10,2,10,8,13,14,2,11,3,4,11,12,4,3,4,4,5,3,1,14,1,1
YFR031C-A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YFR032C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,3,3,3,3,4,15,3,16,11,4,9,1,1,2,2,3,3,3
YFR034C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,17,15,15,16,12,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YFR042W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,5,10,10,13,13,17,15,5,5,6,6,7,1,2,1,1
YFR043C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,11,10,13,1,12,12,1,2,2,10,2,2,2,2,14,2,11,3,2,11,2,2,3,4,3,5,3,1,14,1,1
YFR045W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YFR047C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,7,9,6,5,7,6,4,2,4,4
YFR052W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,5,5,5,5,5,5,5,5,5,6,10,7,1,2,1,1
YFR053C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,5,5,4,4,3,4,4,4,4,3,4,4,4,1,1,4,1,1
YFR054C,1,1,1,1,1,1,3,1,1,1,1,1,1,10,9,9,8,9,8,5,8,10,6,7,8,8,9,8,9,7,13,14,8,15,12,2,15,2,12,11,11,15,14,13,2,12,10,6,5,1,11,1,1
YFR057W,1,1,1,1,1,1,3,1,1,1,1,5,3,7,7,7,5,7,6,5,7,7,6,7,8,8,9,8,9,7,9,7,8,11,12,8,12,0,0,0,0,0,9,13,0,14,7,5,1,0,6,6,6
YGL007W,1,1,1,1,1,1,3,2,6,6,1,5,3,7,7,7,5,7,6,10,11,8,10,12,10,14,15,14,12,13,16,7,0,12,19,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,6
YGL010W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11,2,2,15,16,2,18,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YGL014W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,4,5,1,2,2
YGL015C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YGL028C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,12,14,13,14,12,11,9,7,6,4,5,4,4
YGL029W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YGL030W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YGL031C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YGL037C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,14,7,5,1,1,4,1,1
YGL045W,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,10,1,14,1,1,1,1,1,1,1,1,16,1,1,2,18,17,12,8,14,11,4,11,10,2,5,5,17,15,5,5,6,10,7,1,2,1,1
YGL047W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YGL055W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YGL059W,1,1,1,1,1,1,1,3,5,5,1,1,5,1,6,5,1,1,1,5,5,5,5,5,5,5,5,5,4,5,5,10,4,5,8,5,5,4,4,3,4,4,4,4,3,10,4,4,3,0,4,1,1
YGL062W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,12,11,11,15,14,12,11,12,10,6,5,1,2,1,1
YGL071W,1,5,1,1,1,5,1,1,5,5,1,1,5,6,6,5,6,0,0,6,0,0,11,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,10,10
YGL072C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,11,11,10,2,2,2,2,2,2,3,3,1,1,2,1,1
YGL076C,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,2,2
YGL078C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YGL081W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,2,2,3,3,5,1,2,1,1
YGL086W,2,5,3,3,3,5,3,3,5,5,2,2,5,6,6,5,6,6,5,6,6,6,7,6,7,7,7,7,7,8,7,11,7,9,13,12,13,0,0,0,10,12,0,0,0,10,0,0,0,0,12,5,5
YGL088W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,3,4,3,3,1,1,4,1,1
YGL096W,1,1,1,1,1,1,3,1,1,1,1,5,1,5,5,7,5,7,5,10,5,5,6,13,1,14,1,5,4,5,9,9,4,11,9,5,10,4,4,3,4,4,9,8,3,14,7,5,1,0,4,6,6
YGL099W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YGL102C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YGL104C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,11,11,9,11,8,14,11,10,11,10,2,2,2,2,15,2,2,3,3,1,1,2,1,1
YGL109W,4,4,4,4,4,5,4,4,7,7,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
YGL111W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YGL117W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,13,10,10,9,10,9,9,9,8,8,7,9,6,5,7,6,4,10,4,4
YGL120C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YGL121C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,8,8,7,9,6,5,7,6,4,2,4,4
YGL123W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YGL125W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,5,5,5,4,4,3,4,4,4,4,3,4,4,4,3,1,4,1,1
YGL131C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,10,1,1,1,4,4,4,10,5,10,4,4,5,4,4,4,4,5,5,5,5,5,5,12,11,12,10,6,5,1,2,1,1
YGL133W,1,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,8,4,8,8,10,10,9,9,4,4,4,4,11,10,13,14,5,4,4,4,15,5,5,5,5,15,5,12,11,12,10,6,5,0,8,1,1
YGL135W,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YGL141W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,8,7,6,7,8,8,9,8,9,7,9,7,8,11,12,2,12,2,4,3,4,4,4,13,3,4,7,5,1,1,4,1,1
YGL146C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,10,11,11,9,11,2,9,2,18,4,4,3,4,4,4,4,2,4,4,5,1,1,13,1,1
YGL147C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YGL148W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,8,8,8,7,7,6,6,6,8,16,11,11,11,6,3,2,2
YGL156W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,15,5,6,10,10,9,10,9,9,9,8,8,7,9,6,5,7,6,4,10,4,4
YGL157W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,18,10,10,9,10,9,5,9,8,8,7,9,6,5,7,6,4,10,4,4
YGL162W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,14,11,4,9,17,7,6,6,6,6,15,12,16,11,7,9,1,1,2,2,3,3,3
YGL166W,4,4,1,2,2,2,4,4,4,10,4,4,6,2,2,2,2,10,4,4,9,2,2,14,6,6,6,6,0,6,15,16,13,16,18,14,17,7,13,12,12,9,15,10,10,13,0,0,0,0,5,4,4
YGL169W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,1,2,2
YGL171W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YGL180W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YGL182C,1,1,1,1,1,1,3,1,1,1,1,3,3,5,5,1,1,5,1,5,14,5,1,1,1,10,10,10,8,9,8,8,2,15,16,5,18,4,4,3,4,4,4,4,3,15,4,4,1,0,11,6,6
YGL184C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,10,8,1,1,1,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,3,3,1,1,4,1,1
YGL187C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,4,5,19,3,6,3,6,4,3,3,3,8,4,3,1,1,2,2,3,3,3
YGL208W,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,10,11,11,9,11,8,14,11,18,2,2,2,2,2,2,2,2,2,3,3,1,1,13,1,1
YGL227W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,10,2,2,2,5,18,4,4,3,4,4,4,4,3,4,4,4,3,1,4,1,1
YGL228W,3,5,3,3,3,5,3,3,5,5,3,3,5,6,6,5,6,6,5,6,6,6,7,6,7,7,7,7,7,8,7,11,7,10,5,12,5,4,6,3,4,0,0,8,6,10,4,4,3,0,7,5,5
YGL229C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,4,3,4,4,4,4,3,10,4,4,3,1,4,1,1
YGL230C,1,1,1,1,1,1,3,1,1,1,1,5,7,9,10,8,9,11,7,7,7,9,8,8,9,9,8,9,8,9,16,8,0,14,11,8,11,0,0,0,6,7,7,9,6,8,0,0,0,0,9,6,6
YGL234W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,8,7,8,8,8,5,1,2,2
YGL235W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,15,13,6,6,6,17,15,6,13,10,10,9,10,9,9,9,8,8,7,9,6,5,7,6,4,5,4,4
YGL248W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,10,13,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,1,2,1,1
YGL250W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,2,4,3,3,1,1,4,1,1
YGL253W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,4,5,5,5,4,5,5,5,6,6,6,6,6,7,7,9,6,8,1,1,2,2,3,3,3
YGL255W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YGL258W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,18,4,4,3,4,4,4,4,3,4,4,4,1,1,4,1,1
YGL259W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,13,14,10,4,4,2,15,2,12,11,11,15,2,2,11,12,10,6,5,1,2,1,1
YGL262W,1,1,1,1,1,1,3,6,8,8,1,5,7,9,10,8,9,11,7,7,7,9,8,8,9,9,8,9,8,9,8,8,0,14,11,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,6
YGR019W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,6,10,7,1,2,1,1
YGR021W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YGR034W,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YGR035C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,4,5,5,5,4,5,17,7,6,6,6,6,6,12,16,11,7,9,1,1,2,2,3,3,3
YGR040W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,14,13,14,12,11,9,7,6,4,5,4,4
YGR042W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,8,8,7,9,6,5,7,6,4,2,4,4
YGR043C,1,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,7,9,6,5,7,6,4,2,1,1
YGR048W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,6,10,7,1,2,1,1
YGR052W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YGR053C,1,1,1,1,1,1,3,1,1,1,1,1,7,1,1,7,1,11,1,7,7,1,6,1,1,1,1,1,10,11,11,9,11,11,14,11,18,11,10,2,2,2,2,2,2,14,3,3,7,0,13,6,6
YGR061C,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,3,3,3,8,3,4,3,3,3,3,13,3,1,11,10,6,3,2,2
YGR070W,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,4,3,4,4,4,4,3,10,4,4,3,1,4,1,1
YGR081C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,5,1,2,2
YGR085C,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,2,2
YGR088W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YGR094W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,5,1,2,2
YGR107W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,2,2,2,2,2,2,2,14,2,4,3,4,4,4,4,3,4,4,3,3,1,4,1,1
YGR109C,1,5,3,3,3,5,3,3,5,5,1,3,5,6,6,5,6,6,5,6,6,6,7,6,7,7,7,7,7,8,7,11,7,9,13,12,13,9,11,0,10,11,11,11,7,10,4,4,3,0,7,5,5
YGR110W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,8,8,7,9,6,5,7,6,4,2,4,4
YGR111W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YGR112W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,10,11,10,10,13,13,17,15,2,2,3,3,1,1,2,1,1
YGR118W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YGR123C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,5,1,2,2
YGR127W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,4,1,1
YGR128C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YGR130C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,14,9,4,3,14,11,12,4,3,15,3,3,1,1,4,1,1
YGR131W,1,1,1,1,1,1,3,6,8,8,1,5,7,9,10,8,9,11,7,7,15,9,8,8,9,9,8,9,8,9,8,8,0,14,11,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,6
